uid,text,type,type,readability,Analytic,adj,Affect
279,"""The Hotel Monaco Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",chatGPT,chatGPT,66.089231,96.67,12.31,9.23
280,"""I had a fantastic stay at the Hotel Monaco Chicago. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The decor of the hotel was also impressive, it made for a very pleasant atmosphere.""",chatGPT,chatGPT,58.987547,69.05,12.86,7.14
281,"""I recently stayed at the Omni Chicago Hotel and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel, especially for its prime location, close to many of the city's main attractions.""",chatGPT,chatGPT,49.907818,87.02,13.56,13.56
282,"""The Omni Chicago Hotel exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's fitness center was also great, offering a variety of equipment and classes.""",chatGPT,chatGPT,55.763475,87.11,13.11,8.2
283,"""I had a fantastic stay at the Omni Chicago Hotel. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",chatGPT,chatGPT,66.273423,85.27,10.96,6.85
284,"""The Omni Chicago Hotel is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel.""",chatGPT,chatGPT,39.013495,55.01,10.64,17.02
285,"""I recently stayed at the Omni Chicago Hotel for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,36.025102,60.32,4.92,11.48
286,"""The Omni Chicago Hotel is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops.",chatGPT,chatGPT,53.860748,82.63,18.75,16.67
287,"""I recently stayed at the Omni Chicago Hotel and was thoroughly impressed. The room was spacious, clean, and beautifully appointed, with a great view of the city. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I would definitely recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,49.907818,68.59,8.47,13.56
288,"""The Omni Chicago Hotel exceeded all my expectations. The location is prime, close to all the main attractions, and the room was luxurious and comfortable. The staff were attentive and friendly, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel to anyone looking for a top-notch experience.""",chatGPT,chatGPT,46.918618,76.24,12.5,7.14
289,"""I had an amazing stay at the Omni Chicago Hotel. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,67.53,87.02,13.56,11.86
290,"""The Omni Chicago Hotel is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel.""",chatGPT,chatGPT,66.164338,92.07,8.16,14.29
291,"""I recently stayed at the Omni Chicago Hotel for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,53.860748,89.52,8.33,8.33
292,"""The Omni Chicago Hotel is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was spacious and clean, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,50.617857,76.24,14.29,14.29
293,"""I recently stayed at the Omni Chicago Hotel and it was an exceptional experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I highly recommend this hotel, especially for its prime location, close to many of the city's main attractions.""",chatGPT,chatGPT,46.46379,77.83,11.29,11.29
294,"""The Omni Chicago Hotel exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious, modern and well-appointed, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's fitness center was also great, offering a variety of equipment and classes.""",chatGPT,chatGPT,57.074571,87.15,12.9,6.45
295,"""I had a fantastic stay at the Omni Chicago Hotel. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",chatGPT,chatGPT,66.273423,85.27,10.96,6.85
296,"""The Omni Chicago Hotel is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel.""",chatGPT,chatGPT,39.013495,55.01,10.64,17.02
297,"""I recently stayed at the Omni Chicago Hotel for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,36.025102,60.32,4.92,11.48
298,"""The Omni Chicago Hotel is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,55.980568,60.76,16.67,14.81
299,"""I recently stayed at the Omni Chicago Hotel and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was spacious, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,55.601164,39.7,13.85,12.31
300,"""I recently had the pleasure of staying at the Omni Chicago Hotel and it was an exceptional experience. The room was spacious, clean and beautifully appointed with all the amenities I needed for my stay. The hotel's location was perfect, right in the heart of the city and close to all the main attractions. The staff were incredibly friendly and helpful, going above and beyond to make my stay enjoyable. I also appreciated the hotel's commitment to sustainability, it made me feel good about my stay. I highly recommend this hotel for anyone visiting Chicago, it exceeded all my expectations.""",chatGPT,chatGPT,46.098333,78.84,6,11
301,"""I recently stayed at The Palmer House Hilton in Chicago and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I would definitely recommend this hotel, especially for its prime location, close to many of the city's main attractions and historic landmarks.""",chatGPT,chatGPT,47.172019,81.75,13.85,12.31
302,"""The Palmer House Hilton in Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's fitness center was also great, offering a variety of equipment and classes.""",chatGPT,chatGPT,57.074571,89.52,12.7,7.94
303,"""I had a fantastic stay at The Palmer House Hilton in Chicago. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's historic charm added to the overall experience.""",chatGPT,chatGPT,57.867998,81.89,13.64,6.06
304,"""The Palmer House Hilton in Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel, especially for its rich history and architecture.""",chatGPT,chatGPT,37.503707,56.86,10.71,16.07
305,"""I recently stayed at The Palmer House Hilton in Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel to anyone looking for a special vacation, especially for its romantic ambiance.""",chatGPT,chatGPT,34.065294,64.21,5.88,11.76
306,"""I recently stayed at The Palmer House Hilton in Chicago and it was a truly memorable experience. The hotel is beautifully designed, with a perfect blend of historic charm and modern amenities. The staff were incredibly friendly and attentive, making my stay an enjoyable one. The location is also perfect, right in the heart of the city, close to all the main attractions. I highly recommend this hotel.""",chatGPT,chatGPT,52.445706,89.52,13.24,11.76
307,"""The Palmer House Hilton in Chicago exceeded all my expectations. The room was spacious, clean and beautifully appointed, with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I would definitely recommend this hotel.""",chatGPT,chatGPT,48.999167,60.76,5.56,11.11
308,"""I had an amazing stay at The Palmer House Hilton in Chicago. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,68.296048,89.52,13.11,11.48
309,"""The Palmer House Hilton in Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel.""",chatGPT,chatGPT,67.284363,93.97,7.84,13.73
310,"""I recently stayed at The Palmer House Hilton in Chicago for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,55.215294,92.03,8,8
311,"""The Palmer House Hilton in Chicago is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,55.823882,67.11,16.07,14.29
312,"""I recently stayed at The Palmer House Hilton in Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,54.280174,45.91,14.93,13.43
313,"""I had a great stay at The Palmer House Hilton in Chicago. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's shuttle service to the airport was also a great convenience. I would definitely stay here again.""",chatGPT,chatGPT,66.345,84.11,13.56,11.86
314,"""The Palmer House Hilton in Chicago is a fantastic hotel. The historic charm of the building is matched by the modern amenities and comfort of the rooms. The staff were friendly and attentive, and the location is perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,55.823882,95.09,10.53,10.53
315,"""I recently stayed at The Palmer House Hilton in Chicago and it was an exceptional experience. The room was beautifully designed and comfortable, with a great view of the city. The staff were incredibly friendly and helpful, making my stay an enjoyable one. I would definitely recommend this hotel, especially for its prime location, close to many of the city's main attractions and historic landmarks.""",chatGPT,chatGPT,47.172019,81.75,13.85,12.31
316,"""I had a fantastic stay at The Palmer House Hilton in Chicago. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's historic charm added to the overall experience.""",chatGPT,chatGPT,57.867998,81.89,13.64,6.06
317,"""The Palmer House Hilton in Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel, especially for its rich history and architecture.""",chatGPT,chatGPT,37.503707,56.86,10.71,16.07
318,"""I recently stayed at The Palmer House Hilton in Chicago for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel to anyone looking for a special vacation, especially for its romantic ambiance.""",chatGPT,chatGPT,34.065294,64.21,5.88,11.76
319,"""The Palmer House Hilton in Chicago is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,57.308092,67.11,16.07,14.29
320,"""I recently stayed at The Palmer House Hilton in Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,54.280174,45.91,14.93,13.43
321,"""I recently stayed at the Sheraton Chicago Hotel and Towers and it was an exceptional experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel.""",chatGPT,chatGPT,46.38,54.7,5,11.67
322,"""The Sheraton Chicago Hotel and Towers exceeded all my expectations. The location is perfect, close to all the main attractions, and the room was luxurious and comfortable. The staff were attentive and friendly, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel to anyone looking for a top-notch experience.""",chatGPT,chatGPT,44.172225,72.63,12.07,8.62
323,"""I had an amazing stay at the Sheraton Chicago Hotel and Towers. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,65.567016,84.31,13.11,11.48
324,"""The Sheraton Chicago Hotel and Towers is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel.""",chatGPT,chatGPT,64.09191,89.52,7.84,13.73
325,"""I recently stayed at the Sheraton Chicago Hotel and Towers for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,51.897647,86.52,8,8
326,"""The Sheraton Chicago Hotel and Towers is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean, and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,52.855461,56.86,16.07,14.29
327,"""I recently stayed at the Sheraton Chicago Hotel and Towers and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,51.828,37.12,14.93,13.43
328,"""I had a great stay at the Sheraton Chicago Hotel and Towers. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's shuttle service to the airport was also a great convenience. I would definitely stay here again.""",chatGPT,chatGPT,63.525,77.08,13.56,11.86
329,"""The Sheraton Chicago Hotel and Towers is a fantastic hotel. The modern amenities and comfort of the rooms were matched by the hotel's friendly and attentive staff. The location is perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,50.3275,89.52,10,10
330,"""The Sheraton Chicago Hotel and Towers exceeded all my expectations. The location is perfect for exploring the city, and the room was spacious and comfortable. The staff were friendly and attentive, and the hotel's restaurant and bar offered delicious food and drinks. I highly recommend this hotel for anyone visiting Chicago.""",chatGPT,chatGPT,42.940809,64.21,7.84,9.8
331,"""I recently stayed at the Sheraton Chicago Hotel and Towers and had a wonderful experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's fitness center was a great spot to keep up with my workout routine. I highly recommend this hotel.""",chatGPT,chatGPT,53.43,77.34,6.67,13.33
332,"""I had an amazing stay at the Sheraton Chicago Hotel and Towers. The hotel's location is perfect, close to all the main attractions and the room was comfortable, clean and well-appointed. The staff were friendly and attentive, and the hotel's rooftop terrace was a great spot to relax and take in the views of the city. I would definitely stay here again.""",chatGPT,chatGPT,64.620179,84.4,12.9,11.29
333,"""The Sheraton Chicago Hotel and Towers is a top-notch hotel in every way. The room was comfortable, clean and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel for anyone visiting Chicago.""",chatGPT,chatGPT,32.907841,54.43,9.43,15.09
334,"""I recently stayed at the Sheraton Chicago Hotel and Towers for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel to anyone looking for a special vacation.""",chatGPT,chatGPT,35.077321,56.86,4.76,11.11
335,"""I recently stayed at the Sheraton Chicago Hotel and Towers and it was an exceptional experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel.""",chatGPT,chatGPT,46.38,54.7,5,11.67
336,"""I had a fantastic stay at the Sheraton Chicago Hotel and Towers. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again.""",chatGPT,chatGPT,59.409276,57.59,12.28,5.26
337,"""The Sheraton Chicago Hotel and Towers is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's concierge service was also excellent, offering great recommendations and assistance with planning my itinerary. I highly recommend this hotel.""",chatGPT,chatGPT,37.964338,50.71,10.2,16.33
338,"""I recently stayed at the Sheraton Chicago Hotel and Towers for a romantic getaway and it was truly memorable. The hotel is beautifully designed and decorated, the service was impeccable, and the room was spacious and comfortable. I also loved the hotel's spa, offering a variety of treatments and services. I would definitely recommend this hotel for a special occasion.""",chatGPT,chatGPT,36.51,54.7,5,10
339,"""The Sheraton Chicago Hotel and Towers is an outstanding hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,54.339671,56.86,16.07,14.29
340,"""I recently stayed at the Sheraton Chicago Hotel and Towers and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,51.828,37.12,14.93,13.43
341,"""I recently stayed at the Sofitel Chicago Water Tower and it was an exceptional experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I highly recommend this hotel for anyone looking for luxury and comfort.""",chatGPT,chatGPT,41.965865,66.97,4.62,12.31
342,"""The Sofitel Chicago Water Tower exceeded all my expectations. The location is perfect, close to all the main attractions, and the room was luxurious and comfortable. The staff were attentive and friendly, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel to anyone looking for a top-notch experience.""",chatGPT,chatGPT,43.33819,76.53,12.28,8.77
343,"""I had an amazing stay at the Sofitel Chicago Water Tower. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,65.149693,87.06,13.33,11.67
344,"""The Sofitel Chicago Water Tower is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel.""",chatGPT,chatGPT,63.486154,92.03,8,14
345,"""I recently stayed at the Sofitel Chicago Water Tower for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,51.174333,89.52,8.16,8.16
346,"""The Sofitel Chicago Water Tower is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I would definitely stay here again.""",chatGPT,chatGPT,52.128571,61.45,16.36,14.55
347,"""I recently stayed at the Sofitel Chicago Water Tower and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,51.201588,40.61,15.15,13.64
348,"""I had a great stay at the Sofitel Chicago Water Tower. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's shuttle service to the airport was also a great convenience. I would definitely stay here again.""",chatGPT,chatGPT,62.939356,80.59,13.79,12.07
349,"""I recently stayed at the Sofitel Chicago Water Tower and it was an exceptional experience. The room was beautifully designed, comfortable and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I highly recommend this hotel for anyone looking for luxury and comfort.""",chatGPT,chatGPT,41.965865,66.97,4.62,12.31
350,"""The Sofitel Chicago Water Tower exceeded all my expectations. The location is perfect, close to all the main attractions, and the room was luxurious and comfortable. The staff were attentive and friendly, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel to anyone looking for a top-notch experience.""",chatGPT,chatGPT,43.33819,76.53,12.28,8.77
351,"""I had a wonderful stay at the Sofitel Chicago Water Tower. The hotel's location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,62.812903,80.59,15.52,12.07
352,"""The Sofitel Chicago Water Tower is a luxurious and elegant hotel. The room was spacious and comfortable, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel for a special occasion or romantic getaway.""",chatGPT,chatGPT,51.366023,89.52,9.09,14.55
353,"""I recently stayed at the Sofitel Chicago Water Tower for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,51.174333,89.52,8.16,8.16
354,"""The Sofitel Chicago Water Tower is a first-class hotel. The room was beautiful, clean, and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. The staff were very friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,60.396755,46.7,15.69,11.76
355,"""I recently stayed at the Sofitel Chicago Water Tower and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,51.201588,40.61,15.15,13.64
356,"""I had a great stay at the Sofitel Chicago Water Tower. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's shuttle service to the airport was also a great convenience. I would definitely stay here again.""",chatGPT,chatGPT,62.939356,80.59,13.79,12.07
357,"""I recently stayed at the Sofitel Chicago Water Tower and had an amazing experience. The hotel's location is perfect, close to all the main attractions and the room was spacious, luxurious and well-appointed. The staff were incredibly friendly and attentive, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel for anyone visiting Chicago.""",chatGPT,chatGPT,39.105893,65.54,9.68,8.06
358,"""The Sofitel Chicago Water Tower exceeded my expectations. The room was comfortable and beautifully designed, with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the location was perfect for exploring the city. The hotel's fitness center was also a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,52.339323,69.92,6.45,11.29
359,"""I recently stayed at the Sofitel Chicago Water Tower for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I also appreciate the hotel's eco-friendly policies and their commitment to sustainability. I would definitely stay here again.""",chatGPT,chatGPT,41.791607,81.13,6.56,8.2
360,"""The Sofitel Chicago Water Tower is an exceptional hotel with a great location. The staff were very friendly and helpful, the room was beautiful, clean and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. I had a great stay and I would definitely recommend this hotel to others.""",chatGPT,chatGPT,53.12,61.53,15.87,15.87
361,"""I recently stayed at the Swissotel Chicago and it was an exceptional experience. The room was beautifully designed, comfortable, and equipped with all the amenities I needed for my stay. The staff were incredibly friendly and helpful, and the hotel's location was perfect for exploring all that Chicago has to offer. I highly recommend this hotel for anyone looking for luxury and comfort.""",chatGPT,chatGPT,43.134464,66.04,4.76,12.7
362,"""The Swissotel Chicago exceeded all my expectations. The location is perfect, close to all the main attractions, and the room was luxurious and comfortable. The staff were attentive and friendly, and the hotel's restaurant and bar were excellent, offering delicious food and drinks. I highly recommend this hotel to anyone looking for a top-notch experience.""",chatGPT,chatGPT,44.575,75.94,12.73,9.09
363,"""I had an amazing stay at the Swissotel Chicago. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",chatGPT,chatGPT,67.114597,86.97,13.79,12.07
364,"""The Swissotel Chicago is a top-notch hotel in every way. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's rooftop terrace was a great spot to relax and take in the views of the city. I highly recommend this hotel.""",chatGPT,chatGPT,65.5555,92.12,8.33,14.58
365,"""I recently stayed at the Swissotel Chicago for a business trip and was impressed by the professional and friendly service provided by the staff. The rooms were comfortable and well-equipped, and the location is perfect for conducting business in the city. I would definitely stay here again.""",chatGPT,chatGPT,53.12,89.52,8.51,8.51
366,"""The Swissotel Chicago is a first-class hotel. The room was beautiful, clean, and well-appointed, and the bed was extremely comfortable. The hotel's location is also perfect, close to many of the city's best restaurants and shops. The staff were very friendly and helpful. I would definitely stay here again.""",chatGPT,chatGPT,62.117294,44.56,16.33,12.24
367,"""I recently stayed at the Swissotel Chicago and it was a fantastic experience. The location is perfect, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, making my stay even more pleasant. I also appreciated the hotel's eco-friendly policies, it made me feel good about my stay. I would definitely recommend this hotel.""",chatGPT,chatGPT,52.437,38.79,15.63,14.06
368,"""I had a great stay at the Swissotel Chicago. The hotel is located in a perfect spot, close to all the main attractions. The room was comfortable, clean, and well-appointed, and the staff were incredibly friendly and helpful. The hotel's shuttle service to the airport was also a great convenience. I would definitely stay here again.""",chatGPT,chatGPT,64.653474,80.2,14.29,12.5
369,"""The Swissotel Chicago is a fantastic hotel. The modern amenities and comfort of the rooms were matched by the hotel's friendly and attentive staff. The hotel's location was also great and close to all the main attractions. I would definitely stay here again.""",chatGPT,chatGPT,60.170262,76.62,16.28,9.3
370,"""I recently stayed at the Swissotel Chicago and was impressed by the high level of service provided by the staff. The room was spacious, clean and beautifully decorated and the location is perfect for exploring the city. I would definitely recommend this hotel for anyone visiting Chicago.""",chatGPT,chatGPT,43.333333,86.31,8.51,10.64
